codegeo,libgeo,dcomiris,lib_iris,type_iris,au,lib_au,uu,dep,agri,articom,cadres,profint,employes,ouvriers,actifs,proprietai,locpriv,hlm,gratuit,logements,no_diploma,brevet,cap_bep,bac,bac_2,bac_3_4,bac_5,pop_noscol,p_agri,p_articom,p_cadres,p_profint,p_employes,p_ouvriers,p_propriet,p_locpriv,p_hlm,p_gratuit,p_nodiplom,p_brevet,p_cap_bep,p_bac,p_bac_2,p_bac_3_4,p_bac_5
"69386",Lyon 6e Arrondissement,"693860201",Puvis de Chavannes,H,"002",Lyon,UU00758,"69","0","79","532","268","147","24","1050","536","545","7","30","1118","87","59","91","188","213","230","711","1579",0.000000000000000,7.523809000000000,50.666670000000003,25.523810000000001,14.000000000000000,2.285714000000000,47.942760000000000,48.747760000000000,0.626118100000000,2.683363000000000,5.509816000000000,3.736542000000000,5.763141000000000,11.906269999999999,13.489549999999999,14.566179999999999,45.028500000000001
"69385",Lyon 5e Arrondissement,"693850202",La Sarra,H,"002",Lyon,UU00758,"69","0","22","218","164","187","70","661","188","197","245","21","651","277","33","109","144","96","177","245","1081",0.000000000000000,3.328290000000000,32.980330000000002,24.810890000000001,28.290469999999999,10.590020000000001,28.878650000000000,30.261140000000001,37.634410000000003,3.225806000000000,25.624420000000001,3.052729000000000,10.083259999999999,13.321000000000000,8.880666000000000,16.373729999999998,22.664200000000001
"69387",Lyon 7e Arrondissement,"693870103",Centre Berthelot,H,"002",Lyon,UU00758,"69","0","36","498","470","283","111","1398","321","1202","81","39","1643","105","54","149","181","172","281","574","1517",0.000000000000000,2.575107000000000,35.622320000000002,33.619459999999997,20.243200000000002,7.939914000000000,19.537430000000001,73.158860000000004,4.930006000000000,2.373707000000000,6.921556000000000,3.559657000000000,9.822017000000001,11.931440000000000,11.338170000000000,18.523399999999999,37.837840000000000
"69385",Lyon 5e Arrondissement,"693850401",Debrousse,A,"002",Lyon,UU00758,"69","0","23","117","74","69","21","304","89","129","47","4","269","24","28","45","120","40","89","134","479",0.000000000000000,7.565790000000000,38.486840000000001,24.342110000000002,22.697369999999999,6.907895000000000,33.085500000000003,47.955390000000001,17.472120000000000,1.486989000000000,5.010438000000000,5.845511000000000,9.394572000000000,25.052190000000000,8.350731000000000,18.580380000000002,27.974950000000000
"69383",Lyon 3e Arrondissement,"693830602",Dauphine-Montluc,H,"002",Lyon,UU00758,"69","0","65","493","525","574","224","1881","444","996","528","38","2007","409","114","344","412","243","316","552","2389",0.000000000000000,3.455609000000000,26.209460000000000,27.910689999999999,30.515680000000000,11.908560000000000,22.122570000000000,49.626309999999997,26.307919999999999,1.893373000000000,17.120130000000000,4.771871000000000,14.399330000000001,17.245709999999999,10.171620000000001,13.227290000000000,23.105899999999998
"69385",Lyon 5e Arrondissement,"693850204",Radisson-Choulans,H,"002",Lyon,UU00758,"69","0","98","278","247","203","75","901","420","393","46","34","893","132","71","129","132","197","258","394","1312",0.000000000000000,10.876799999999999,30.854610000000001,27.413979999999999,22.530519999999999,8.324083999999999,47.032470000000004,44.008960000000002,5.151176000000000,3.807391000000000,10.060980000000001,5.411585000000000,9.832317000000000,10.060980000000001,15.015240000000000,19.664629999999999,30.030490000000000
"69385",Lyon 5e Arrondissement,"693850103",Saint-Georges,H,"002",Lyon,UU00758,"69","0","97","440","366","233","90","1226","319","746","143","32","1240","149","22","115","175","176","254","544","1435",0.000000000000000,7.911909000000000,35.889069999999997,29.853179999999998,19.004890000000000,7.340946000000000,25.725809999999999,60.161290000000001,11.532260000000001,2.580645000000000,10.383279999999999,1.533101000000000,8.013937000000000,12.195119999999999,12.264810000000001,17.700350000000000,37.909410000000001
"69386",Lyon 6e Arrondissement,"693860304",Les Brotteaux,H,"002",Lyon,UU00758,"69","0","55","743","444","242","61","1545","561","966","17","52","1596","135","64","143","256","196","376","788","1957",0.000000000000000,3.559870000000000,48.090609999999998,28.737860000000001,15.663430000000000,3.948220000000000,35.150379999999998,60.526319999999998,1.065163000000000,3.258145000000000,6.898314000000000,3.270312000000000,7.307103000000000,13.081250000000001,10.015330000000001,19.213080000000001,40.265709999999999
"69385",Lyon 5e Arrondissement,"693850104",Quarantaine-Les Étroits,H,"002",Lyon,UU00758,"69","0","57","457","391","317","136","1358","355","819","190","32","1396","157","25","185","182","202","285","508","1545",0.000000000000000,4.197349000000000,33.652430000000003,28.792339999999999,23.343150000000001,10.014730000000000,25.429800000000000,58.667619999999999,13.610320000000000,2.292264000000000,10.161809999999999,1.618123000000000,11.974110000000000,11.779930000000000,13.074430000000000,18.446600000000000,32.880260000000000
"69385",Lyon 5e Arrondissement,"693850603",La Garde,H,"002",Lyon,UU00758,"69","0","49","265","298","209","72","893","609","294","0","21","924","121","83","210","254","211","197","288","1364",0.000000000000000,5.487122000000000,29.675249999999998,33.370660000000001,23.404250000000001,8.062709999999999,65.909090000000006,31.818180000000002,0.000000000000000,2.272727000000000,8.870968000000000,6.085044000000000,15.395890000000000,18.621700000000001,15.469210000000000,14.442810000000000,21.114370000000001
"69383",Lyon 3e Arrondissement,"693830301",Part Dieu,A,"002",Lyon,UU00758,"69","0","50","370","521","463","151","1555","230","755","496","16","1497","200","116","247","268","256","279","482","1846",0.000000000000000,3.215434000000000,23.794210000000000,33.504820000000002,29.774920000000002,9.710611000000000,15.364060000000000,50.434199999999997,33.132930000000002,1.068804000000000,10.834239999999999,6.283857000000000,13.380280000000001,14.517880000000000,13.867820000000000,15.113759999999999,26.110510000000001
"69382",Lyon 2e Arrondissement,"693820301",Vaubecour-Mairie,H,"002",Lyon,UU00758,"69","3","101","727","339","158","22","1350","631","698","30","58","1418","145","49","115","237","168","333","940","1988",0.222222200000000,7.481482000000000,53.851849999999999,25.111110000000000,11.703700000000000,1.629630000000000,44.499290000000002,49.224260000000001,2.115656000000000,4.090268000000000,7.293763000000000,2.464789000000000,5.784708000000000,11.921530000000001,8.450704999999999,16.750499999999999,47.283700000000003
"69384",Lyon 4e Arrondissement,"693840402",Flammarion Bony,H,"002",Lyon,UU00758,"69","0","48","164","186","272","143","813","267","173","539","13","993","437","84","307","198","97","155","315","1593",0.000000000000000,5.904059000000000,20.172200000000000,22.878229999999999,33.456330000000001,17.589179999999999,26.888220000000000,17.421949999999999,54.279960000000003,1.309164000000000,27.432520000000000,5.273070000000000,19.271809999999999,12.429380000000000,6.089140000000000,9.730069000000000,19.774010000000001
"69385",Lyon 5e Arrondissement,"693850402",Saint-Irenee,H,"002",Lyon,UU00758,"69","0","30","146","162","107","36","481","273","339","6","17","635","76","29","88","102","83","128","168","675",0.000000000000000,6.237006000000000,30.353429999999999,33.679830000000003,22.245320000000000,7.484407000000000,42.992130000000003,53.385829999999999,0.944881900000000,2.677165000000000,11.259259999999999,4.296296000000000,13.037039999999999,15.111110000000000,12.296300000000000,18.962959999999999,24.888890000000000
"69388",Lyon 8e Arrondissement,"693880202",Les Alouettes-Bachut,H,"002",Lyon,UU00758,"69","0","112","819","889","601","348","2769","902","1181","577","88","2748","558","210","632","523","528","528","845","3823",0.000000000000000,4.044782000000000,29.577470000000002,32.105449999999998,21.704590000000000,12.567710000000000,32.823869999999999,42.976709999999997,20.997090000000000,3.202329000000000,14.595870000000000,5.493068000000000,16.531520000000000,13.680360000000000,13.811140000000000,13.811140000000000,22.103059999999999
"69388",Lyon 8e Arrondissement,"693880402",La Trinite-Mermoz,H,"002",Lyon,UU00758,"69","0","0","60","94","136","193","483","42","97","496","12","647","326","46","185","105","87","61","55","865",0.000000000000000,0.000000000000000,12.422359999999999,19.461700000000000,28.157350000000001,39.958590000000001,6.491499000000000,14.992270000000000,76.661510000000007,1.854714000000000,37.687860000000001,5.317919000000000,21.387280000000001,12.138730000000001,10.057800000000000,7.052023000000000,6.358381000000000
"69388",Lyon 8e Arrondissement,"693880801",Moulin-a-Vent,H,"002",Lyon,UU00758,"69","1","28","150","238","331","228","976","238","264","596","8","1107","433","84","399","298","196","113","110","1634",0.102459000000000,2.868852000000000,15.368850000000000,24.385249999999999,33.913930000000001,23.360650000000000,21.499549999999999,23.848240000000001,53.839210000000001,0.722673900000000,26.499389999999998,5.140759000000000,24.418600000000001,18.237449999999999,11.995100000000001,6.915545000000000,6.731946000000000
"69386",Lyon 6e Arrondissement,"693860601",Jules Ferry,H,"002",Lyon,UU00758,"69","0","70","472","279","234","43","1098","313","404","251","18","985","156","61","193","240","146","236","486","1517",0.000000000000000,6.375227000000000,42.987250000000003,25.409839999999999,21.311480000000000,3.916211000000000,31.776650000000000,41.015230000000003,25.482230000000001,1.827411000000000,10.283450000000000,4.021094000000000,12.722479999999999,15.820700000000000,9.624257999999999,15.557020000000000,32.036909999999999
"69388",Lyon 8e Arrondissement,"693880702",Etats-Unis,H,"002",Lyon,UU00758,"69","0","60","116","275","520","374","1345","319","194","1288","19","1819","725","123","560","490","229","177","169","2473",0.000000000000000,4.460967000000000,8.624536000000004,20.446100000000001,38.661709999999999,27.806690000000000,17.537109999999998,10.665200000000000,70.808139999999995,1.044530000000000,29.316620000000000,4.973716000000000,22.644559999999998,19.813990000000000,9.260007999999999,7.157299000000000,6.833805000000000
"69383",Lyon 3e Arrondissement,"693830202",Voltaire,H,"002",Lyon,UU00758,"69","3","64","553","392","413","339","1764","291","1006","304","43","1644","417","78","252","280","206","334","603","2168",0.170068000000000,3.628118000000000,31.349209999999999,22.222220000000000,23.412700000000001,19.217690000000001,17.700730000000000,61.192210000000003,18.491479999999999,2.615572000000000,19.234320000000000,3.597786000000000,11.623620000000001,12.915130000000000,9.501844999999999,15.405900000000001,27.813649999999999
"69387",Lyon 7e Arrondissement,"693870801",Marcel Merieux,H,"002",Lyon,UU00758,"69","0","54","352","482","376","149","1413","358","1261","187","44","1850","244","75","341","290","197","241","250","1639",0.000000000000000,3.821656000000000,24.911539999999999,34.111820000000002,26.610050000000001,10.544940000000000,19.351350000000000,68.162160000000000,10.108110000000000,2.378378000000000,14.887130000000001,4.575961000000000,20.805370000000000,17.693719999999999,12.019520000000000,14.704090000000001,15.253200000000000
"69389",Lyon 9e Arrondissement,"693890502",Champvert Nord,H,"002",Lyon,UU00758,"69","0","41","234","370","310","143","1098","722","327","110","12","1170","266","114","369","314","245","220","289","1817",0.000000000000000,3.734062000000000,21.311480000000000,33.697629999999997,28.233149999999998,13.023680000000001,61.709400000000002,27.948720000000002,9.401710000000000,1.025641000000000,14.639519999999999,6.274078000000000,20.308199999999999,17.281230000000001,13.483760000000000,12.107870000000000,15.905340000000001
"69385",Lyon 5e Arrondissement,"693850501",Les Battieres,H,"002",Lyon,UU00758,"69","0","75","301","467","469","197","1509","634","542","127","25","1329","227","83","395","424","338","275","318","2060",0.000000000000000,4.970179000000000,19.946990000000000,30.947649999999999,31.080179999999999,13.055000000000000,47.705039999999997,40.782539999999997,9.556056999999999,1.881114000000000,11.019420000000000,4.029126000000000,19.174759999999999,20.582519999999999,16.407769999999999,13.349510000000000,15.436890000000000
"69386",Lyon 6e Arrondissement,"693860503",Vauban,H,"002",Lyon,UU00758,"69","0","67","535","429","339","81","1451","639","800","348","48","1835","306","92","320","289","317","310","634","2268",0.000000000000000,4.617505000000000,36.871119999999998,29.565819999999999,23.363199999999999,5.582357000000000,34.822890000000001,43.596730000000001,18.964580000000002,2.615804000000000,13.492060000000000,4.056437000000000,14.109349999999999,12.742500000000000,13.977069999999999,13.668430000000001,27.954149999999998
"69383",Lyon 3e Arrondissement,"693830203",Saxe-Vileroy,H,"002",Lyon,UU00758,"69","0","85","729","468","274","142","1698","434","915","257","36","1642","207","46","164","215","251","287","767","1937",0.000000000000000,5.005889000000000,42.932859999999998,27.561840000000000,16.136630000000000,8.362780000000004,26.431180000000001,55.724730000000001,15.651640000000000,2.192448000000000,10.686629999999999,2.374806000000000,8.466702000000000,11.099640000000001,12.958180000000000,14.816730000000000,39.597320000000003
"69381",Lyon 1er Arrondissement,"693810304",Chardonnet,H,"002",Lyon,UU00758,"69","0","63","496","433","381","133","1506","293","804","323","14","1434","201","46","162","243","230","322","502","1706",0.000000000000000,4.183267000000000,32.934930000000001,28.751660000000001,25.298810000000000,8.831341999999999,20.432359999999999,56.066940000000002,22.524410000000000,0.976290100000000,11.781950000000000,2.696366000000000,9.495896999999999,14.243840000000001,13.481830000000000,18.874559999999999,29.425560000000001
"69386",Lyon 6e Arrondissement,"693860104",L'Helvétie,H,"002",Lyon,UU00758,"69","3","147","636","259","227","84","1356","708","602","185","42","1537","231","90","170","292","279","330","810","2202",0.221238900000000,10.840710000000000,46.902659999999997,19.100290000000001,16.740410000000001,6.194690000000000,46.063760000000002,39.167209999999997,12.036429999999999,2.732596000000000,10.490460000000001,4.087193000000000,7.720254000000000,13.260669999999999,12.670299999999999,14.986380000000000,36.784739999999999
"69387",Lyon 7e Arrondissement,"693870101",Pasteur,H,"002",Lyon,UU00758,"69","0","81","436","340","320","112","1289","314","1142","87","52","1595","127","55","154","128","145","209","473","1292",0.000000000000000,6.283941000000000,33.824669999999998,26.377040000000001,24.825450000000000,8.688905999999999,19.686520000000002,71.598749999999995,5.454545000000000,3.260188000000000,9.829720999999999,4.256966000000000,11.919510000000001,9.907121000000000,11.222910000000001,16.176469999999998,36.609909999999999
"69387",Lyon 7e Arrondissement,"693870302",Saint-Louis,H,"002",Lyon,UU00758,"69","0","11","389","305","224","105","1034","267","935","55","16","1274","79","31","113","137","148","201","465","1173",0.000000000000000,1.063830000000000,37.620890000000003,29.497100000000000,21.663440000000001,10.154740000000000,20.957609999999999,73.390889999999999,4.317111000000000,1.255887000000000,6.734868000000000,2.642796000000000,9.633419000000000,11.679449999999999,12.617220000000000,17.135549999999999,39.641939999999998
"69384",Lyon 4e Arrondissement,"693840202",Grande Rue-Bertone,H,"002",Lyon,UU00758,"69","3","96","509","533","250","132","1523","560","615","151","35","1361","179","44","169","288","269","362","523","1834",0.196979600000000,6.303349000000000,33.420879999999997,34.996720000000003,16.414970000000000,8.667104999999999,41.146220000000000,45.187359999999998,11.094780000000000,2.571639000000000,9.760087000000000,2.399127000000000,9.214831000000000,15.703379999999999,14.667389999999999,19.738280000000000,28.516900000000000
"69388",Lyon 8e Arrondissement,"693880502",La Plaine,H,"002",Lyon,UU00758,"69","0","20","118","240","212","128","718","542","256","24","7","829","214","89","330","285","128","118","147","1311",0.000000000000000,2.785515000000000,16.434539999999998,33.426189999999998,29.526460000000000,17.827300000000001,65.379970000000000,30.880579999999998,2.895054000000000,0.844390800000000,16.323419999999999,6.788711000000000,25.171630000000000,21.739129999999999,9.763539000000000,9.000762999999999,11.212809999999999
"69386",Lyon 6e Arrondissement,"693860303",Vitton,H,"002",Lyon,UU00758,"69","0","79","774","476","233","84","1646","606","855","133","42","1636","148","68","136","203","267","418","880","2120",0.000000000000000,4.799514000000000,47.023090000000003,28.918589999999998,14.155530000000001,5.103281000000000,37.041559999999997,52.261609999999997,8.129583999999999,2.567237000000000,6.981132000000000,3.207547000000000,6.415094000000000,9.575472000000000,12.594340000000001,19.716980000000000,41.509430000000002
"69389",Lyon 9e Arrondissement,"693890403",Le Beal-Gorge de Loup,H,"002",Lyon,UU00758,"69","0","61","341","451","471","456","1780","650","538","618","21","1826","882","142","520","341","303","220","422","2829",0.000000000000000,3.426966000000000,19.157299999999999,25.337080000000000,26.460670000000000,25.617979999999999,35.596930000000000,29.463310000000000,33.844470000000001,1.150055000000000,31.177090000000000,5.019442000000000,18.381049999999998,12.053730000000000,10.710500000000000,7.776599000000000,14.916930000000001
"69383",Lyon 3e Arrondissement,"693830604",Montbrilland-Guilloud,H,"002",Lyon,UU00758,"69","0","61","650","525","304","103","1643","725","666","118","24","1534","108","64","234","291","254","385","670","2006",0.000000000000000,3.712721000000000,39.561779999999999,31.953740000000000,18.502739999999999,6.269020000000000,47.262059999999998,43.415900000000001,7.692307000000000,1.564537000000000,5.383849000000000,3.190429000000000,11.664999999999999,14.506480000000000,12.662010000000000,19.192419999999998,33.399799999999999
"69382",Lyon 2e Arrondissement,"693820402",Carnot-Charité,H,"002",Lyon,UU00758,"69","0","131","681","458","235","70","1575","611","1163","26","66","1866","157","75","162","305","253","379","733","2064",0.000000000000000,8.317460000000002,43.238090000000000,29.079360000000001,14.920640000000001,4.444445000000000,32.743839999999999,62.325830000000003,1.393355000000000,3.536978000000000,7.606589000000000,3.633721000000000,7.848837000000000,14.777130000000000,12.257750000000000,18.362400000000001,35.513570000000001
"69388",Lyon 8e Arrondissement,"693880603",Viviani,H,"002",Lyon,UU00758,"69","0","80","18","164","283","250","795","15","86","1097","8","1206","519","89","495","186","96","108","51","1544",0.000000000000000,10.062889999999999,2.264151000000000,20.628930000000000,35.597479999999997,31.446539999999999,1.243781000000000,7.131011000000000,90.961860000000001,0.663349900000000,33.613990000000001,5.764249000000000,32.059590000000000,12.046630000000000,6.217617000000000,6.994819000000000,3.303109000000000
"69382",Lyon 2e Arrondissement,"693820102",Merciere-Grolee,H,"002",Lyon,UU00758,"69","0","96","505","331","252","70","1254","337","836","186","30","1390","165","68","139","228","169","273","564","1607",0.000000000000000,7.655502000000000,40.271129999999999,26.395530000000001,20.095690000000001,5.582137000000000,24.244599999999998,60.143889999999999,13.381300000000000,2.158273000000000,10.267580000000001,4.231487000000002,8.649658000000002,14.187930000000000,10.516489999999999,16.988180000000000,35.096449999999997
"69382",Lyon 2e Arrondissement,"693820503",Verdun-Suchet,H,"002",Lyon,UU00758,"69","0","46","185","205","225","106","767","207","463","112","14","795","161","41","136","192","116","98","207","952",0.000000000000000,5.997393000000000,24.119949999999999,26.727509999999999,29.335070000000002,13.820080000000001,26.037730000000000,58.238990000000001,14.088050000000001,1.761006000000000,16.911760000000001,4.306723000000000,14.285710000000000,20.168070000000000,12.184870000000000,10.294119999999999,21.743700000000000
"69385",Lyon 5e Arrondissement,"693850504",La Plaine Charcot,H,"002",Lyon,UU00758,"69","0","97","385","379","401","123","1385","884","209","161","7","1260","315","107","323","358","242","366","476","2185",0.000000000000000,7.003610000000000,27.797830000000001,27.364619999999999,28.953070000000000,8.880865999999999,70.158730000000006,16.587299999999999,12.777780000000000,0.555555600000000,14.416480000000000,4.897025000000000,14.782610000000000,16.384440000000001,11.075510000000000,16.750570000000000,21.784900000000000
"69389",Lyon 9e Arrondissement,"693890606",Le Chateau,H,"002",Lyon,UU00758,"69","0","46","102","253","412","335","1148","383","164","574","20","1141","702","81","522","239","169","93","131","1938",0.000000000000000,4.006968000000000,8.885016999999999,22.038329999999998,35.888500000000001,29.181180000000001,33.567050000000002,14.373360000000000,50.306750000000001,1.752848000000000,36.222909999999999,4.179566000000001,26.934979999999999,12.332300000000000,8.720330000000002,4.798762000000000,6.759546000000000
"69389",Lyon 9e Arrondissement,"693890201",L'Industrie-Le Bourg,H,"002",Lyon,UU00758,"69","0","71","400","439","395","178","1483","347","589","318","24","1278","307","106","398","315","270","268","432","2097",0.000000000000000,4.787593000000000,26.972349999999999,29.602160000000001,26.635200000000001,12.002700000000001,27.151800000000001,46.087640000000000,24.882629999999999,1.877934000000000,14.639960000000000,5.054840000000000,18.979489999999998,15.021459999999999,12.875540000000001,12.780160000000000,20.600860000000001
"69389",Lyon 9e Arrondissement,"693890104",Balmont Est,H,"002",Lyon,UU00758,"69","0","33","141","235","324","202","935","482","95","323","14","914","377","88","281","254","157","124","159","1441",0.000000000000000,3.529412000000000,15.080209999999999,25.133690000000001,34.652400000000000,21.604279999999999,52.735230000000001,10.393870000000000,35.339170000000003,1.531729000000000,26.162389999999998,6.106870000000000,19.500350000000001,17.626650000000001,10.895210000000001,8.605135000000002,11.034000000000001
"69387",Lyon 7e Arrondissement,"693870402",Jean-Mace,H,"002",Lyon,UU00758,"69","0","151","1416","1066","655","207","3495","962","2010","335","40","3347","640","189","486","512","537","564","1520","4448",0.000000000000000,4.320458000000001,40.515020000000000,30.500720000000001,18.741060000000001,5.922747000000000,28.742159999999998,60.053780000000003,10.008960000000000,1.195100000000000,14.388489999999999,4.249101000000000,10.926259999999999,11.510790000000000,12.072839999999999,12.679860000000000,34.172660000000000
"69385",Lyon 5e Arrondissement,"693850301",Champvert Sud,H,"002",Lyon,UU00758,"69","1","43","84","223","390","166","907","211","302","601","17","1131","457","95","403","285","146","124","128","1639",0.110253600000000,4.740904000000000,9.261301000000000,24.586549999999999,42.998899999999999,18.302099999999999,18.656060000000000,26.702030000000001,53.138820000000003,1.503095000000000,27.882850000000001,5.796217000000000,24.588159999999998,17.388649999999998,8.907870000000004,7.565589000000000,7.809640000000000
