codegeo,libgeo,dcomiris,lib_iris,type_iris,au,lib_au,uu,dep,agri,articom,cadres,profint,employes,ouvriers,actifs,proprietai,locpriv,hlm,gratuit,logements,no_diploma,brevet,cap_bep,bac,bac_2,bac_3_4,bac_5,pop_noscol,p_agri,p_articom,p_cadres,p_profint,p_employes,p_ouvriers,p_propriet,p_locpriv,p_hlm,p_gratuit,p_nodiplom,p_brevet,p_cap_bep,p_bac,p_bac_2,p_bac_3_4,p_bac_5
"69383",Lyon 3e Arrondissement,"693830405",Saint-Anne de Baraban,H,"002",Lyon,UU00758,"69","0","66","639","587","535","294","2121","696","593","578","22","1889","345","131","471","439","343","366","623","2718",0.000000000000000,3.111740000000000,30.127300000000002,27.675619999999999,25.223949999999999,13.861390000000000,36.844889999999999,31.392270000000000,30.598199999999999,1.164637000000000,12.693160000000001,4.819720000000000,17.328920000000000,16.151579999999999,12.619570000000000,13.465780000000001,22.921270000000000
"69382",Lyon 2e Arrondissement,"693820401",Gailleton-A. Comte,H,"002",Lyon,UU00758,"69","0","68","362","271","127","25","853","337","629","47","9","1023","78","39","94","132","158","231","449","1181",0.000000000000000,7.971864000000000,42.438450000000003,31.770219999999998,14.888629999999999,2.930832000000000,32.942329999999998,61.485819999999997,4.594330000000000,0.879765400000000,6.604572000000000,3.302286000000000,7.959356000000000,11.176970000000001,13.378489999999999,19.559690000000000,38.018630000000002
"69388",Lyon 8e Arrondissement,"693880902",Grand Trou,H,"002",Lyon,UU00758,"69","0","47","218","385","468","270","1388","507","489","402","29","1428","474","113","429","382","217","205","244","2064",0.000000000000000,3.386167000000000,15.706049999999999,27.737749999999998,33.717579999999998,19.452449999999999,35.504199999999997,34.243699999999997,28.151260000000001,2.030812000000000,22.965119999999999,5.474806000000000,20.784880000000001,18.507750000000001,10.513570000000000,9.932171000000000,11.821709999999999
"69383",Lyon 3e Arrondissement,"693830101",Préfecture,A,"002",Lyon,UU00758,"69","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,,,,,,,,,,,,,,,
"69388",Lyon 8e Arrondissement,"693880601",Langlet Santy,H,"002",Lyon,UU00758,"69","0","37","53","117","316","250","773","51","126","644","1","821","613","72","321","255","92","135","43","1531",0.000000000000000,4.786546000000000,6.856404000000000,15.135830000000000,40.879689999999997,32.341529999999999,6.211936000000000,15.347140000000000,78.440929999999994,0.121802700000000,40.039189999999998,4.702809000000000,20.966690000000000,16.655780000000000,6.009144000000000,8.817766000000002,2.808622000000000
"69389",Lyon 9e Arrondissement,"693890402",Arloing-l'Observance,H,"002",Lyon,UU00758,"69","0","97","534","389","208","77","1305","624","561","26","39","1250","203","45","150","266","188","309","539","1699",0.000000000000000,7.432950000000000,40.919539999999998,29.808430000000001,15.938700000000001,5.900383000000000,49.920000000000002,44.880000000000003,2.080000000000000,3.120000000000000,11.948200000000000,2.648617000000000,8.828723000000000,15.656269999999999,11.065329999999999,18.187169999999998,31.724540000000001
"69386",Lyon 6e Arrondissement,"693860403",Edgard Quinet,H,"002",Lyon,UU00758,"69","0","75","488","254","139","40","996","453","584","13","43","1092","166","53","105","194","159","218","555","1449",0.000000000000000,7.530120000000000,48.995980000000003,25.502009999999999,13.955819999999999,4.016064000000000,41.483519999999999,53.479849999999999,1.190476000000000,3.937729000000000,11.456180000000000,3.657695000000000,7.246377000000000,13.388540000000001,10.973080000000000,15.044860000000000,38.302280000000003
"69381",Lyon 1er Arrondissement,"693810301",Grande-Cote-Bon-Pasteur,H,"002",Lyon,UU00758,"69","0","74","758","752","456","210","2250","584","1184","259","25","2052","384","95","270","381","321","516","843","2810",0.000000000000000,3.288889000000000,33.688890000000001,33.422220000000003,20.266670000000001,9.333333000000000,28.460039999999999,57.699809999999999,12.621829999999999,1.218324000000000,13.665480000000001,3.380783000000000,9.608541000000001,13.558719999999999,11.423489999999999,18.362990000000000,30.000000000000000
"69381",Lyon 1er Arrondissement,"693810302",Trois-Gaules,H,"002",Lyon,UU00758,"69","0","44","455","366","266","84","1215","380","656","54","33","1123","83","45","109","188","149","252","476","1302",0.000000000000000,3.621399000000000,37.448560000000001,30.123460000000001,21.893000000000001,6.913580000000000,33.837930000000000,58.414960000000001,4.808548000000000,2.938557000000000,6.374808000000000,3.456221000000000,8.371736000000000,14.439320000000000,11.443930000000000,19.354839999999999,36.559139999999999
"69385",Lyon 5e Arrondissement,"693850503",Pierre Valdo,H,"002",Lyon,UU00758,"69","0","50","203","261","295","115","924","480","234","148","26","888","538","98","251","239","181","193","230","1730",0.000000000000000,5.411255000000000,21.969700000000000,28.246749999999999,31.926410000000001,12.445890000000000,54.054049999999997,26.351350000000000,16.666670000000000,2.927928000000000,31.098269999999999,5.664740000000000,14.508670000000000,13.815030000000000,10.462429999999999,11.156070000000000,13.294800000000000
"69384",Lyon 4e Arrondissement,"693840101",Herbouville-Gros Caillou,H,"002",Lyon,UU00758,"69","0","72","567","373","139","59","1210","569","431","0","30","1030","42","31","83","177","155","329","623","1440",0.000000000000000,5.950413000000000,46.859499999999997,30.826450000000001,11.487600000000000,4.876033000000000,55.242719999999998,41.844659999999998,0.000000000000000,2.912621000000000,2.916667000000000,2.152778000000000,5.763889000000000,12.291670000000000,10.763890000000000,22.847220000000000,43.263890000000004
"69387",Lyon 7e Arrondissement,"693870501",Jules Brunard,H,"002",Lyon,UU00758,"69","0","90","812","711","547","175","2335","845","1135","274","50","2304","322","109","369","383","456","415","822","2877",0.000000000000000,3.854390000000000,34.775160000000000,30.449680000000001,23.426120000000001,7.494647000000000,36.675350000000002,49.262149999999998,11.892360000000000,2.170139000000000,11.192209999999999,3.788669000000000,12.825860000000000,13.312480000000001,15.849840000000000,14.424750000000000,28.571429999999999
"69384",Lyon 4e Arrondissement,"693840502",Gillet Serein,H,"002",Lyon,UU00758,"69","0","101","564","494","280","95","1534","808","450","95","49","1401","207","79","272","256","331","428","651","2224",0.000000000000000,6.584094000000000,36.766620000000003,32.203389999999999,18.252929999999999,6.192960000000000,57.673090000000002,32.119920000000000,6.780871000000000,3.497502000000000,9.307554000000000,3.552158000000000,12.230219999999999,11.510790000000000,14.883089999999999,19.244599999999998,29.271580000000000
"69389",Lyon 9e Arrondissement,"693890303",Mairie,H,"002",Lyon,UU00758,"69","0","60","667","633","381","201","1942","527","1111","181","30","1848","296","62","307","265","255","374","744","2303",0.000000000000000,3.089598000000000,34.346040000000002,32.595260000000003,19.618950000000002,10.350149999999999,28.517320000000002,60.119050000000001,9.794373000000000,1.623377000000000,12.852800000000000,2.692141000000000,13.330439999999999,11.506729999999999,11.072509999999999,16.239690000000000,32.305689999999998
"69382",Lyon 2e Arrondissement,"693820202",Bellecour-Antonin Gourju,H,"002",Lyon,UU00758,"69","0","52","507","303","204","53","1119","264","907","6","32","1208","116","46","90","110","155","241","577","1334",0.000000000000000,4.647006000000000,45.308309999999999,27.077750000000002,18.230560000000001,4.736372000000000,21.854310000000002,75.082780000000000,0.496688800000000,2.649007000000000,8.695652000000004,3.448276000000000,6.746627000000000,8.245877000000000,11.619190000000000,18.065970000000000,43.253369999999997
"69384",Lyon 4e Arrondissement,"693840301",Deleuvre-Henon,H,"002",Lyon,UU00758,"69","0","84","520","451","304","112","1471","681","398","423","16","1518","281","87","355","294","269","316","601","2204",0.000000000000000,5.710401000000000,35.350099999999998,30.659420000000001,20.666210000000000,7.613868000000000,44.861660000000001,26.218710000000002,27.865610000000000,1.054018000000000,12.749549999999999,3.947368000000000,16.107080000000000,13.339380000000000,12.205080000000001,14.337569999999999,27.268599999999999
"69389",Lyon 9e Arrondissement,"693890301",Salengro,H,"002",Lyon,UU00758,"69","0","51","607","738","572","430","2398","430","1310","469","33","2242","519","121","361","454","244","420","635","2755",0.000000000000000,2.126772000000000,25.312760000000001,30.775649999999999,23.853210000000001,17.931609999999999,19.179300000000001,58.429969999999997,20.918820000000000,1.471900000000000,18.838480000000001,4.392015000000000,13.103450000000000,16.479130000000001,8.856624999999999,15.245010000000001,23.048999999999999
"69383",Lyon 3e Arrondissement,"693830902",Chambovet-Pinel,H,"002",Lyon,UU00758,"69","0","55","422","251","207","61","996","566","240","164","14","984","216","74","185","227","183","256","486","1626",0.000000000000000,5.522089000000000,42.369480000000003,25.200800000000001,20.783130000000000,6.124498000000000,57.520319999999998,24.390239999999999,16.666670000000000,1.422764000000000,13.284129999999999,4.551045000000000,11.377610000000001,13.960640000000000,11.254610000000000,15.744160000000001,29.889299999999999
"69382",Lyon 2e Arrondissement,"693820101",La Bourse-Grenette,H,"002",Lyon,UU00758,"69","3","81","639","428","291","81","1523","406","1130","46","32","1614","142","27","133","245","214","205","770","1736",0.196979600000000,5.318450000000000,41.956670000000003,28.102429999999998,19.107030000000002,5.318450000000000,25.154890000000002,70.012389999999996,2.850062000000000,1.982652000000000,8.179724000000000,1.555300000000000,7.661290000000000,14.112900000000000,12.327190000000000,11.808759999999999,44.354840000000003
"69385",Lyon 5e Arrondissement,"693850502",Menival,H,"002",Lyon,UU00758,"69","1","88","479","486","480","217","1751","623","465","631","15","1734","441","140","454","438","283","320","558","2634",0.057110200000000,5.025700000000000,27.355799999999999,27.755569999999999,27.412910000000000,12.392920000000000,35.928489999999996,26.816610000000001,36.389850000000003,0.865051900000000,16.742599999999999,5.315110000000000,17.236139999999999,16.628699999999998,10.744120000000001,12.148820000000001,21.184510000000000
"69387",Lyon 7e Arrondissement,"693870301",Victor Bach,H,"002",Lyon,UU00758,"69","0","106","754","562","310","146","1878","703","1101","89","33","1926","200","102","183","253","246","383","839","2206",0.000000000000000,5.644302000000000,40.149090000000001,29.925450000000001,16.506920000000001,7.774228000000000,36.500520000000002,57.165109999999999,4.620976000000000,1.713396000000000,9.066183000000001,4.623754000000000,8.295558000000000,11.468719999999999,11.151410000000000,17.361740000000001,38.032640000000001
"69381",Lyon 1er Arrondissement,"693810401",Normale-Chartreux,H,"002",Lyon,UU00758,"69","0","83","651","523","239","92","1588","650","748","185","56","1639","241","94","187","273","259","471","656","2181",0.000000000000000,5.226700000000000,40.994959999999999,32.934510000000003,15.050380000000001,5.793451000000000,39.658329999999999,45.637580000000000,11.287369999999999,3.416718000000000,11.049980000000000,4.309949000000000,8.574049000000000,12.517189999999999,11.875290000000000,21.595600000000001,30.077950000000001
"69387",Lyon 7e Arrondissement,"693870704",Jean-Jaurès Sud,H,"002",Lyon,UU00758,"69","0","63","531","425","405","210","1634","445","840","116","13","1414","427","67","276","257","233","338","509","2108",0.000000000000000,3.855569000000000,32.496940000000002,26.009789999999999,24.785799999999998,12.851900000000001,31.471000000000000,59.405940000000001,8.203677000000004,0.919377600000000,20.256170000000001,3.178368000000000,13.092980000000001,12.191649999999999,11.053129999999999,16.034150000000000,24.146110000000000
"69384",Lyon 4e Arrondissement,"693840204",Cuire Canuts,H,"002",Lyon,UU00758,"69","0","84","508","469","335","110","1506","540","779","198","17","1534","248","83","241","287","289","372","542","2064",0.000000000000000,5.577689000000000,33.731740000000002,31.142099999999999,22.244360000000000,7.304117000000000,35.202089999999998,50.782269999999997,12.907430000000000,1.108214000000000,12.015499999999999,4.021318000000000,11.676360000000001,13.905040000000000,14.001939999999999,18.023260000000001,26.259689999999999
"69387",Lyon 7e Arrondissement,"693870802",Tony Garnier,H,"002",Lyon,UU00758,"69","0","30","328","375","272","120","1125","261","639","293","36","1229","208","45","224","205","208","196","236","1323",0.000000000000000,2.666667000000000,29.155560000000001,33.333329999999997,24.177779999999998,10.666670000000000,21.236780000000000,51.993490000000001,23.840520000000001,2.929211000000000,15.721840000000000,3.401361000000000,16.931220000000000,15.495089999999999,15.721840000000000,14.814810000000000,17.838249999999999
"69383",Lyon 3e Arrondissement,"693830804",Chaussagne Desgenettes,H,"002",Lyon,UU00758,"69","0","49","229","194","181","116","769","325","278","213","3","819","169","63","91","181","141","157","276","1079",0.000000000000000,6.371912000000000,29.778929999999999,25.227570000000000,23.537060000000000,15.084530000000001,39.682540000000003,33.943829999999998,26.007330000000000,0.366300400000000,15.662649999999999,5.838739000000000,8.433735000000000,16.774789999999999,13.067660000000000,14.550509999999999,25.579239999999999
"69384",Lyon 4e Arrondissement,"693840403",Bony Bonnet,H,"002",Lyon,UU00758,"69","0","55","391","282","170","61","959","630","441","32","6","1110","185","73","188","254","199","277","402","1577",0.000000000000000,5.735141000000000,40.771639999999998,29.405629999999999,17.726800000000001,6.360793000000000,56.756760000000000,39.729730000000004,2.882883000000000,0.540540500000000,11.731140000000000,4.629043000000000,11.921370000000000,16.106529999999999,12.618900000000000,17.565000000000001,25.491440000000001
"69383",Lyon 3e Arrondissement,"693830204",Saint-Amour,H,"002",Lyon,UU00758,"69","3","83","562","508","571","180","1907","549","1037","403","29","2018","318","144","367","388","273","343","624","2456",0.157315100000000,4.352386000000000,29.470369999999999,26.638700000000000,29.942319999999999,9.438910000000000,27.205150000000000,51.387509999999999,19.970269999999999,1.437066000000000,12.947880000000000,5.863192000000000,14.943000000000000,15.798050000000000,11.115629999999999,13.965800000000000,25.407170000000001
"69384",Lyon 4e Arrondissement,"693840401",Saint-Éxupéry-Popy,H,"002",Lyon,UU00758,"69","0","46","254","239","137","36","712","472","280","11","13","775","227","84","138","152","144","261","329","1335",0.000000000000000,6.460674000000000,35.674160000000001,33.567419999999998,19.241569999999999,5.056180000000000,60.903219999999997,36.129030000000000,1.419355000000000,1.677419000000000,17.003750000000000,6.292135000000000,10.337080000000000,11.385770000000001,10.786519999999999,19.550560000000001,24.644200000000001
"69387",Lyon 7e Arrondissement,"693870102",Universités,H,"002",Lyon,UU00758,"69","0","91","709","532","367","131","1830","425","1211","225","57","1917","142","77","135","285","238","315","809","2000",0.000000000000000,4.972678000000000,38.743169999999999,29.071040000000000,20.054649999999999,7.158470000000000,22.170059999999999,63.171619999999997,11.737090000000000,2.973396000000000,7.100000000000000,3.850000000000000,6.750000000000000,14.250000000000000,11.900000000000000,15.750000000000000,40.450000000000003
"69388",Lyon 8e Arrondissement,"693880302",Rockefeller-La Buire,H,"002",Lyon,UU00758,"69","0","69","188","439","622","345","1663","295","1007","966","36","2305","530","106","486","389","259","213","282","2264",0.000000000000000,4.149128000000000,11.304869999999999,26.398080000000000,37.402290000000001,20.745640000000002,12.798260000000001,43.687640000000002,41.908890000000000,1.561822000000000,23.409890000000001,4.681979000000000,21.466429999999999,17.181979999999999,11.439930000000000,9.408127000000000,12.455830000000001
"69385",Lyon 5e Arrondissement,"693850601",Joliot Curie-Les Acqueducs,H,"002",Lyon,UU00758,"69","0","61","322","445","442","244","1514","1177","326","59","21","1583","529","133","424","378","332","217","378","2390",0.000000000000000,4.029062000000000,21.268160000000002,29.392340000000001,29.194189999999999,16.116250000000001,74.352490000000003,20.593810000000001,3.727100000000000,1.326595000000000,22.133890000000001,5.564854000000000,17.740590000000001,15.815899999999999,13.891209999999999,9.079497999999999,15.815899999999999
"69387",Lyon 7e Arrondissement,"693870601",Yves Farges,H,"002",Lyon,UU00758,"69","8","103","1374","1483","957","353","4278","1049","2268","445","95","3857","452","95","552","640","639","795","1481","4655",0.187003300000000,2.407667000000000,32.117809999999999,34.665730000000003,22.370270000000001,8.251519000000000,27.197299999999998,58.802180000000000,11.537459999999999,2.463054000000000,9.709989999999999,2.040816000000000,11.858219999999999,13.748659999999999,13.727169999999999,17.078410000000002,31.815249999999999
"69383",Lyon 3e Arrondissement,"693830801",Feuillat Harmonie,H,"002",Lyon,UU00758,"69","0","57","423","440","359","182","1461","556","628","350","47","1582","310","109","327","276","244","273","559","2098",0.000000000000000,3.901437000000000,28.952770000000001,30.116360000000000,24.572209999999998,12.457220000000000,35.145389999999999,39.696590000000000,22.123889999999999,2.970923000000000,14.775980000000001,5.195424000000000,15.586270000000001,13.155390000000001,11.630120000000000,13.012390000000000,26.644420000000000
"69382",Lyon 2e Arrondissement,"693820201",Hôtel Dieu,A,"002",Lyon,UU00758,"69","0","0","65","23","28","4","120","48","156","0","8","211","27","5","12","16","4","27","58","149",0.000000000000000,0.000000000000000,54.166670000000003,19.166670000000000,23.333330000000000,3.333333000000000,22.748819999999998,73.933650000000000,0.000000000000000,3.791469000000000,18.120809999999999,3.355705000000000,8.053691000000002,10.738260000000000,2.684564000000000,18.120809999999999,38.926169999999999
"69388",Lyon 8e Arrondissement,"693880602",Grange Rouge,H,"002",Lyon,UU00758,"69","5","56","73","228","456","443","1261","389","184","869","22","1463","844","115","469","341","123","144","93","2127",0.396510700000000,4.440920000000000,5.789056000000000,18.080890000000000,36.161780000000000,35.130850000000002,26.589200000000002,12.576900000000000,59.398490000000002,1.503759000000000,39.680300000000003,5.406676000000000,22.049840000000000,16.031970000000001,5.782793000000000,6.770099000000000,4.372355000000000
"69389",Lyon 9e Arrondissement,"693890401",Saint-Pierre de Vaise,H,"002",Lyon,UU00758,"69","0","80","809","765","604","309","2567","897","1140","361","65","2463","492","147","438","464","394","498","862","3294",0.000000000000000,3.116478000000000,31.515390000000000,29.801320000000000,23.529409999999999,12.037400000000000,36.418999999999997,46.285020000000003,14.656920000000000,2.639058000000000,14.936249999999999,4.462659000000002,13.296900000000001,14.086220000000001,11.961140000000000,15.118399999999999,26.168790000000001
"69388",Lyon 8e Arrondissement,"693880903",Montagny-Saint-Jean-de-Dieu,H,"002",Lyon,UU00758,"69","0","70","129","385","734","498","1816","274","455","914","20","1664","778","173","714","669","293","303","211","3142",0.000000000000000,3.854625000000000,7.103524000000000,21.200440000000000,40.418500000000002,27.422910000000002,16.466349999999998,27.343750000000000,54.927880000000002,1.201923000000000,24.761299999999999,5.506047000000000,22.724380000000000,21.292169999999999,9.325271000000001,9.643539000000001,6.715468000000000
"69387",Lyon 7e Arrondissement,"693870403",Route de Vienne,H,"002",Lyon,UU00758,"69","0","64","461","579","592","233","1929","562","1304","110","34","2010","235","149","285","380","289","353","496","2186",0.000000000000000,3.317781000000000,23.898389999999999,30.015550000000001,30.689480000000000,12.078799999999999,27.960200000000000,64.875630000000001,5.472637000000000,1.691542000000000,10.750230000000000,6.816103000000000,13.037509999999999,17.383350000000000,13.220490000000000,16.148219999999998,22.689840000000000
"69386",Lyon 6e Arrondissement,"693860102",Le Parc,D,"002",Lyon,UU00758,"69","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,,,,,,,,,,,,,,,
"69381",Lyon 1er Arrondissement,"693810102",Louis-Pradel,A,"002",Lyon,UU00758,"69","0","0","21","2","0","2","25","21","10","0","0","31","0","4","0","2","2","6","21","34",0.000000000000000,0.000000000000000,84.000000000000000,8.000000000000000,0.000000000000000,8.000000000000000,67.741940000000000,32.258060000000000,0.000000000000000,0.000000000000000,0.000000000000000,11.764709999999999,0.000000000000000,5.882353000000000,5.882353000000000,17.647060000000000,61.764710000000001
"69383",Lyon 3e Arrondissement,"693830603",Saint-Maximin-Sisley,H,"002",Lyon,UU00758,"69","0","89","941","650","430","87","2197","1006","959","76","30","2071","247","67","284","348","410","477","1022","2854",0.000000000000000,4.050979000000000,42.831130000000002,29.585799999999999,19.572140000000001,3.959945000000000,48.575569999999999,46.306130000000003,3.669725000000000,1.448576000000000,8.654520000000000,2.347582000000000,9.950946000000000,12.193410000000000,14.365800000000000,16.713380000000001,35.809390000000000
"69385",Lyon 5e Arrondissement,"693850102",Saint-Jean,H,"002",Lyon,UU00758,"69","0","87","419","387","256","87","1236","301","795","144","68","1307","112","26","82","181","191","234","496","1322",0.000000000000000,7.038835000000000,33.899679999999996,31.310680000000001,20.711970000000001,7.038835000000000,23.029840000000000,60.826320000000003,11.017600000000000,5.202754000000000,8.472013000000000,1.966717000000000,6.202723000000000,13.691380000000001,14.447810000000000,17.700450000000000,37.518909999999998
"69383",Lyon 3e Arrondissement,"693830901",Richard Vitton-Docteur Long,H,"002",Lyon,UU00758,"69","0","140","740","671","613","230","2394","838","966","321","49","2173","335","165","432","498","425","481","825","3161",0.000000000000000,5.847953000000000,30.910609999999998,28.028400000000001,25.605680000000000,9.607351000000000,38.564200000000000,44.454670000000000,14.772200000000000,2.254947000000000,10.597910000000001,5.219867000000000,13.666560000000000,15.754510000000000,13.445110000000000,15.216699999999999,26.099329999999998
"69381",Lyon 1er Arrondissement,"693810101",Terreaux-Bat-d-Argent,H,"002",Lyon,UU00758,"69","0","176","975","667","460","92","2370","487","1563","125","34","2208","169","71","204","336","305","487","1060","2633",0.000000000000000,7.426160000000000,41.139240000000001,28.143460000000001,19.409279999999999,3.881856000000000,22.056159999999998,70.788039999999995,5.661232000000000,1.539855000000000,6.418534000000000,2.696544000000000,7.747816000000000,12.761110000000000,11.583750000000000,18.496009999999998,40.258260000000000
"69384",Lyon 4e Arrondissement,"693840501",Lyon Plage-Ypres,H,"002",Lyon,UU00758,"69","0","88","392","369","268","115","1232","729","362","196","12","1298","253","131","295","297","273","298","564","2111",0.000000000000000,7.142857000000000,31.818180000000002,29.951300000000000,21.753250000000001,9.334415000000000,56.163330000000002,27.889060000000001,15.100149999999999,0.924499200000000,11.984840000000000,6.205590000000000,13.974420000000000,14.069160000000000,12.932259999999999,14.116529999999999,26.717199999999998
"69383",Lyon 3e Arrondissement,"693830501",Villette-Paul Bert,H,"002",Lyon,UU00758,"69","0","36","859","549","400","202","2046","691","1100","137","40","1968","321","77","282","269","254","386","881","2470",0.000000000000000,1.759531000000000,41.984360000000002,26.832840000000001,19.550339999999998,9.872923000000000,35.111789999999999,55.894309999999997,6.961382000000000,2.032520000000000,12.995950000000001,3.117409000000000,11.417000000000000,10.890689999999999,10.283400000000000,15.627530000000000,35.668010000000002
"69387",Lyon 7e Arrondissement,"693870202",Le Prado,H,"002",Lyon,UU00758,"69","0","62","481","513","453","102","1611","305","1430","52","14","1800","221","51","176","219","136","276","625","1703",0.000000000000000,3.848541000000000,29.857230000000001,31.843570000000000,28.119180000000000,6.331471000000000,16.944440000000000,79.444440000000000,2.888889000000000,0.777777800000000,12.977100000000000,2.994715000000000,10.334700000000000,12.859660000000000,7.985907000000000,16.206689999999998,36.699939999999998
